query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,reviews,rating,review_id,review_pagination_id,author_link,author_title,author_id,author_image,author_reviews_count,author_ratings_count,review_text,review_img_urls,review_img_url,review_photo_ids,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id,review_questions_Price per person,review_questions_Service,review_questions_Atmosphere,review_questions,review_questions_Food,review_questions_Noise level,review_questions_Group size,review_questions_Wait time,review_questions_Seating type,review_questions_Recommended dishes,review_questions_Dietary restrictions,review_questions_None,review_text_translated,review_text_language
ChIJV-nY7EVgLxMRKNzMC3QHwDI,The Drunken Ship,0x132f6045ecd8e957:0x32c007740bccdc28,ChIJV-nY7EVgLxMRKNzMC3QHwDI,"https://www.google.com/maps/place/The+Drunken+Ship/@41.8957307,12.471513199999999,14z/data=!4m8!1m2!2m1!1sThe+Drunken+Ship!3m4!1s0x132f6045ecd8e957:0x32c007740bccdc28!8m2!3d41.8957307!4d12.471513199999999",https://search.google.com/local/reviews?placeid=ChIJV-nY7EVgLxMRKNzMC3QHwDI&authuser=0&hl=en&gl=US,,1030,3.9,ChZDSUhNMG9nS0VJQ0FnTUNndy1pbldBEAE,CAESY0NBRVFBUnBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSM0prWjIxaFVWOWZSV2hEZFRSTVVteDRSVEpOUW1nMWNVeG5kMEZCUVVGQlIyZHVPVEl6WjBOaGRESkRXbkJCV1VGRFNVRQ==,https://www.google.com/maps/contrib/109477666890432811487?hl=en,Rob Lawrance,109477666890432811487,https://lh3.googleusercontent.com/a-/ALV-UjULL4qbcFvWn5H05eyf_khrU3Y8dbTlDLaMg-DSQXQa7VCAIM4ZGQ=s120-c-rp-mo-ba5-br100,97,23,"Popped in for a beer, only stayed for one as we were moving to the next place.",https://lh3.googleusercontent.com/geougc-cs/AIHozJJjkDG6ZTpHCtTvI0JzuvrOJQu6xiHS2wWoC1tr-iz6V7Kq18ZbIinCRMzWbK8Fg8E6X0W-SXxpSdtaRJByAXTOPSJZML6QsBuklWGX8Utvi1csYKb8X0Dqtmcqgh0SX6675pOcoA,https://lh3.googleusercontent.com/geougc-cs/AIHozJJjkDG6ZTpHCtTvI0JzuvrOJQu6xiHS2wWoC1tr-iz6V7Kq18ZbIinCRMzWbK8Fg8E6X0W-SXxpSdtaRJByAXTOPSJZML6QsBuklWGX8Utvi1csYKb8X0Dqtmcqgh0SX6675pOcoA,AF1QipMD5Nki5G4okLlCl8ye84gcSLXmutWI_fUnQAgp,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNndy1pbldBEAE!2m1!1s0x0:0x32c007740bccdc28!3m1!1s2@1:CIHM0ogKEICAgMCgw-inWA%7CCgwI29HbvQYQkNLz7wE%7C?hl=en,4,1740040411,02/20/2025 08:33:31,,3656931092420418600,€1–10,3.0,4.0,,,,,,,,,,,en
ChIJV-nY7EVgLxMRKNzMC3QHwDI,The Drunken Ship,0x132f6045ecd8e957:0x32c007740bccdc28,ChIJV-nY7EVgLxMRKNzMC3QHwDI,"https://www.google.com/maps/place/The+Drunken+Ship/@41.8957307,12.471513199999999,14z/data=!4m8!1m2!2m1!1sThe+Drunken+Ship!3m4!1s0x132f6045ecd8e957:0x32c007740bccdc28!8m2!3d41.8957307!4d12.471513199999999",https://search.google.com/local/reviews?placeid=ChIJV-nY7EVgLxMRKNzMC3QHwDI&authuser=0&hl=en&gl=US,,1030,3.9,ChdDSUhNMG9nS0VJQ0FnTUNnX3BTNnJnRRAB,CAESYENBRVFBaHBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSM0p4YTJOU1pWOWZSV2hDUjBOTk5qWndTM2h6VW01ZmMwaGhZMEZCUVVGQlIyZG1YMEZ0Y25GclkxSmxSMEZCYVVGQg==,https://www.google.com/maps/contrib/117650773778359715842?hl=en,Stefano Giannini,117650773778359715842,https://lh3.googleusercontent.com/a-/ALV-UjUC74kNjGI8ID5FagOn2dl0ly0brEO0C7QIBCclvNxp0NI4CcRVSQ=s120-c-rp-mo-ba3-br100,19,72,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNnX3BTNnJnRRAB!2m1!1s0x0:0x32c007740bccdc28!3m1!1s2@1:CIHM0ogKEICAgMCg_pS6rgE%7CCgwI9KHOvQYQ2J7dsQI%7C?hl=en,5,1739821300,02/17/2025 19:41:40,,3656931092420418600,,,,,,,,,,,,,Into,
ChIJV-nY7EVgLxMRKNzMC3QHwDI,The Drunken Ship,0x132f6045ecd8e957:0x32c007740bccdc28,ChIJV-nY7EVgLxMRKNzMC3QHwDI,"https://www.google.com/maps/place/The+Drunken+Ship/@41.8957307,12.471513199999999,14z/data=!4m8!1m2!2m1!1sThe+Drunken+Ship!3m4!1s0x132f6045ecd8e957:0x32c007740bccdc28!8m2!3d41.8957307!4d12.471513199999999",https://search.google.com/local/reviews?placeid=ChIJV-nY7EVgLxMRKNzMC3QHwDI&authuser=0&hl=en&gl=US,,1030,3.9,ChZDSUhNMG9nS0VJQ0FnTURBbHBHOWR3EAE,CAESYENBRVFBeHBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSM05hU2twZlNWOWZSV2hEVGs1Sk1sbENaSGhwZFVaVE5GTlpXVUZCUVVGQlIyZG1YMEZ0YzFwS1NsOUpSMEZCYVVGQg==,https://www.google.com/maps/contrib/109524962814079124800?hl=en,Guido Zapparoli,109524962814079124800,https://lh3.googleusercontent.com/a/ACg8ocL8leu2ruzQZqEzZknFzt1VBH_isrJNSg-gDXZeclymax7APCxp=s120-c-rp-mo-br100,2,2,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBbHBHOWR3EAE!2m1!1s0x0:0x32c007740bccdc28!3m1!1s2@1:CIHM0ogKEICAgMDAlpG9dw%7CCgwItMmevQYQ6LirhQE%7C?hl=en,4,1739039924,02/08/2025 18:38:44,,3656931092420418600,,,,,,,,,,,,,,
ChIJV-nY7EVgLxMRKNzMC3QHwDI,The Drunken Ship,0x132f6045ecd8e957:0x32c007740bccdc28,ChIJV-nY7EVgLxMRKNzMC3QHwDI,"https://www.google.com/maps/place/The+Drunken+Ship/@41.8957307,12.471513199999999,14z/data=!4m8!1m2!2m1!1sThe+Drunken+Ship!3m4!1s0x132f6045ecd8e957:0x32c007740bccdc28!8m2!3d41.8957307!4d12.471513199999999",https://search.google.com/local/reviews?placeid=ChIJV-nY7EVgLxMRKNzMC3QHwDI&authuser=0&hl=en&gl=US,,1030,3.9,ChZDSUhNMG9nS0VJQ0FnTUNBMTVTNU53EAE,CAESYENBRVFCQnBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSM055Um1rNGRWOWZSV2hCVnpSVVJtSklOM2RQTUZOQ056UkVNRUZCUVVGQlIyZG1YMEZ0YzNKR2FUaDFSMEZCYVVGQg==,https://www.google.com/maps/contrib/114656275393799611392?hl=en,Giacomo Del Priori,114656275393799611392,https://lh3.googleusercontent.com/a/ACg8ocKD0S-EK_8-Rge_R-S74zRpnLaT0G2--wyR5QjgR6hdefwLZaOz=s120-c-rp-mo-br100,2,8,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNBMTVTNU53EAE!2m1!1s0x0:0x32c007740bccdc28!3m1!1s2@1:CIHM0ogKEICAgMCA15S5Nw%7CCgwIwJmMvQYQyLLx1wI%7C?hl=en,5,1738738880,02/05/2025 07:01:20,,3656931092420418600,,,,,,,,,,,,,Into,
ChIJV-nY7EVgLxMRKNzMC3QHwDI,The Drunken Ship,0x132f6045ecd8e957:0x32c007740bccdc28,ChIJV-nY7EVgLxMRKNzMC3QHwDI,"https://www.google.com/maps/place/The+Drunken+Ship/@41.8957307,12.471513199999999,14z/data=!4m8!1m2!2m1!1sThe+Drunken+Ship!3m4!1s0x132f6045ecd8e957:0x32c007740bccdc28!8m2!3d41.8957307!4d12.471513199999999",https://search.google.com/local/reviews?placeid=ChIJV-nY7EVgLxMRKNzMC3QHwDI&authuser=0&hl=en&gl=US,,1030,3.9,ChZDSUhNMG9nS0VJQ0FnTUNBOUstMElBEAE,CAESYENBRVFCUnBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSM1JNYTFFMmRGOWZSV2hEV2tsd1pFcFlkWE4zUjNod2JqQnVXVUZCUVVGQlIyZG1YMEZ0ZEV4clVUWjBSMEZCYVVGQg==,https://www.google.com/maps/contrib/109659936101472368911?hl=en,Philipp Otto,109659936101472368911,https://lh3.googleusercontent.com/a/ACg8ocJbHlf19tzg1JtsMMi6dYz5OrIwKbzzTTx3WLLJxe2Mydcl6w=s120-c-rp-mo-ba5-br100,234,145,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNBOUstMElBEAE!2m1!1s0x0:0x32c007740bccdc28!3m1!1s2@1:CIHM0ogKEICAgMCA9K-0IA%7CCgsIpfjqvAYQ4Lq5YA%7C?hl=en,5,1738193957,01/29/2025 23:39:17,,3656931092420418600,,5.0,5.0,,,,,,,,,,Into,
ChIJV-nY7EVgLxMRKNzMC3QHwDI,The Drunken Ship,0x132f6045ecd8e957:0x32c007740bccdc28,ChIJV-nY7EVgLxMRKNzMC3QHwDI,"https://www.google.com/maps/place/The+Drunken+Ship/@41.8957307,12.471513199999999,14z/data=!4m8!1m2!2m1!1sThe+Drunken+Ship!3m4!1s0x132f6045ecd8e957:0x32c007740bccdc28!8m2!3d41.8957307!4d12.471513199999999",https://search.google.com/local/reviews?placeid=ChIJV-nY7EVgLxMRKNzMC3QHwDI&authuser=0&hl=en&gl=US,,1030,3.9,ChZDSUhNMG9nS0VJQ0FnSURfbTk3aFhnEAE,CAESYENBRVFCaHBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSM1JhUVdGWk5GOWZSV2hFUzJScVJsOVhlaTFKTlhVemEwZDNXVUZCUVVGQlIyZG1YMEZ0ZEZwQllWazBSMEZCYVVGQg==,https://www.google.com/maps/contrib/113479929816143432223?hl=en,António Páscoa,113479929816143432223,https://lh3.googleusercontent.com/a-/ALV-UjVwnOZEN5QM-BAmqOvBy7z7N2XVZXj-gU3i4haYu1La-sgs9E8C=s120-c-rp-mo-ba3-br100,16,90,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURfbTk3aFhnEAE!2m1!1s0x0:0x32c007740bccdc28!3m1!1s2@1:CIHM0ogKEICAgID_m97hXg%7CCgwI2pbdvAYQiMrfjgI%7C?hl=en,5,1737968474,01/27/2025 09:01:14,,3656931092420418600,€20–30,5.0,5.0,,,,,,,,,,,
ChIJV-nY7EVgLxMRKNzMC3QHwDI,The Drunken Ship,0x132f6045ecd8e957:0x32c007740bccdc28,ChIJV-nY7EVgLxMRKNzMC3QHwDI,"https://www.google.com/maps/place/The+Drunken+Ship/@41.8957307,12.471513199999999,14z/data=!4m8!1m2!2m1!1sThe+Drunken+Ship!3m4!1s0x132f6045ecd8e957:0x32c007740bccdc28!8m2!3d41.8957307!4d12.471513199999999",https://search.google.com/local/reviews?placeid=ChIJV-nY7EVgLxMRKNzMC3QHwDI&authuser=0&hl=en&gl=US,,1030,3.9,ChZDSUhNMG9nS0VJQ0FnSURfcHA3OFBnEAE,CAESY0NBRVFCeHBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSM1J4T1hKdVRWOWZSV2hEVkZsSE9XSndaSE5oV0V4d2VrcEhVVUZCUVVGQlIyZHVPVFZhYzBOaE1uSXlkV04zV1VGRFNVRQ==,https://www.google.com/maps/contrib/114723262581954925398?hl=en,David Angerer,114723262581954925398,https://lh3.googleusercontent.com/a/ACg8ocJoylPbyCAw8IYsNELWhE8LvhZkhfGir9ZgTwtig9Z7Ili3kg=s120-c-rp-mo-br100,3,2,Molto antipatici,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURfcHA3OFBnEAE!2m1!1s0x0:0x32c007740bccdc28!3m1!1s2@1:CIHM0ogKEICAgID_pp78Pg%7CCgwIgOXKvAYQkMvIjAI%7C?hl=en,1,1737667200,01/23/2025 21:20:00,,3656931092420418600,,1.0,2.0,,,,,,,,,,Very unpleasant,it
ChIJV-nY7EVgLxMRKNzMC3QHwDI,The Drunken Ship,0x132f6045ecd8e957:0x32c007740bccdc28,ChIJV-nY7EVgLxMRKNzMC3QHwDI,"https://www.google.com/maps/place/The+Drunken+Ship/@41.8957307,12.471513199999999,14z/data=!4m8!1m2!2m1!1sThe+Drunken+Ship!3m4!1s0x132f6045ecd8e957:0x32c007740bccdc28!8m2!3d41.8957307!4d12.471513199999999",https://search.google.com/local/reviews?placeid=ChIJV-nY7EVgLxMRKNzMC3QHwDI&authuser=0&hl=en&gl=US,,1030,3.9,ChdDSUhNMG9nS0VJQ0FnSURfcHM3OXJRRRAB,CAESYENBRVFDQnBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSM1J4TFVkUlMxOWZSV2hFYWtzNE5VeE5VV1p0YkU1aVREY3lRVUZCUVVGQlIyZG1YMEZ0ZEhFdFIxRkxSMEZCYVVGQg==,https://www.google.com/maps/contrib/107838338343869737502?hl=en,Daron Irsara,107838338343869737502,https://lh3.googleusercontent.com/a/ACg8ocLCI-J4ttDprWc8jmTTQ0wbrtipcnYARawgY08IKwuQCqrpHQ=s120-c-rp-mo-br100,6,8,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURfcHM3OXJRRRAB!2m1!1s0x0:0x32c007740bccdc28!3m1!1s2@1:CIHM0ogKEICAgID_ps79rQE%7CCgwIk-TKvAYQ0JPH1AE%7C?hl=en,1,1737667091,01/23/2025 21:18:11,,3656931092420418600,,,,,,,,,,,,,Into,
ChIJV-nY7EVgLxMRKNzMC3QHwDI,The Drunken Ship,0x132f6045ecd8e957:0x32c007740bccdc28,ChIJV-nY7EVgLxMRKNzMC3QHwDI,"https://www.google.com/maps/place/The+Drunken+Ship/@41.8957307,12.471513199999999,14z/data=!4m8!1m2!2m1!1sThe+Drunken+Ship!3m4!1s0x132f6045ecd8e957:0x32c007740bccdc28!8m2!3d41.8957307!4d12.471513199999999",https://search.google.com/local/reviews?placeid=ChIJV-nY7EVgLxMRKNzMC3QHwDI&authuser=0&hl=en&gl=US,,1030,3.9,ChZDSUhNMG9nS0VJQ0FnSURfcHM2bE1BEAE,CAESY0NBRVFDUnBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSM1J4TFVoMFRGOWZSV2hCZVVKR05VaG9SMUpzTFU1dGVFMXBjMEZCUVVGQlIyZHVPVE5MU1VOaE1uSTBaVEJ6V1VGRFNVRQ==,https://www.google.com/maps/contrib/116555250450513174450?hl=en,ahmed hesham,116555250450513174450,https://lh3.googleusercontent.com/a/ACg8ocIZd0GV6qOi0_b8vnclouJuKqXdh66iR4XdxACTp8jfqUqnzpA=s120-c-rp-mo-br100,7,2,I was just denied entry for having a nationality other than american,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURfcHM2bE1BEAE!2m1!1s0x0:0x32c007740bccdc28!3m1!1s2@1:CIHM0ogKEICAgID_ps6lMA%7CCgwIjeTKvAYQ0L306gE%7C?hl=en,1,1737667085,01/23/2025 21:18:05,,3656931092420418600,,1.0,,,,,,,,,,,I was just denied entry for having a nationality other than american,en
ChIJV-nY7EVgLxMRKNzMC3QHwDI,The Drunken Ship,0x132f6045ecd8e957:0x32c007740bccdc28,ChIJV-nY7EVgLxMRKNzMC3QHwDI,"https://www.google.com/maps/place/The+Drunken+Ship/@41.8957307,12.471513199999999,14z/data=!4m8!1m2!2m1!1sThe+Drunken+Ship!3m4!1s0x132f6045ecd8e957:0x32c007740bccdc28!8m2!3d41.8957307!4d12.471513199999999",https://search.google.com/local/reviews?placeid=ChIJV-nY7EVgLxMRKNzMC3QHwDI&authuser=0&hl=en&gl=US,,1030,3.9,ChZDSUhNMG9nS0VJQ0FnSUNfNDZfdFhnEAE,CAESYENBRVFDaHBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSM1ZHVEdveldsOWZSV2hFYVRWZllUbE9kVUZHTUVkUFR6WnZWVUZCUVVGQlIyZG1YMEZ0ZFVaTWFqTmFSMEZCYVVGQg==,https://www.google.com/maps/contrib/112255048427265538492?hl=en,Kendall Johnson,112255048427265538492,https://lh3.googleusercontent.com/a-/ALV-UjXHjJO9zaNuLytcAQPzaxWEmA7LmN9hXzjF9SAIARSFKY-9TY7j5A=s120-c-rp-mo-br100,0,1,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNfNDZfdFhnEAE!2m1!1s0x0:0x32c007740bccdc28!3m1!1s2@1:CIHM0ogKEICAgIC_46_tXg%7CCgwI2vivvAYQoIiSvAI%7C?hl=en,5,1737227354,01/18/2025 19:09:14,,3656931092420418600,,5.0,5.0,,,,,,,,,,Into,
