query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,reviews,rating,review_id,review_pagination_id,author_link,author_title,author_id,author_image,author_reviews_count,author_ratings_count,review_text,review_img_urls,review_img_url,review_photo_ids,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id,review_questions_Food,review_questions_Service,review_questions_Atmosphere,review_questions,review_questions_Price per person,review_questions_Recommended dishes,review_questions_Noise level,review_questions_Group size,review_questions_Wait time,review_questions_Vegetarian options,review_questions_None,review_questions_Kid-friendliness,review_questions_Wheelchair accessibility,review_questions_Parking space,review_questions_Parking options,review_questions_Parking,review_questions_Rooms,review_questions_Location,review_questions_Trip type,review_questions_Travel group,review_text_translated,review_text_language
ChIJrc1WY6BhLxMRu1OKsXspQbg,Yellow Bar,0x132f61a06356cdad:0xb841297bb18a53bb,ChIJrc1WY6BhLxMRu1OKsXspQbg,"https://www.google.com/maps/place/Yellow+Bar/@41.904907,12.5045377,14z/data=!4m8!1m2!2m1!1sYellow+Bar!3m4!1s0x132f61a06356cdad:0xb841297bb18a53bb!8m2!3d41.904907!4d12.5045377",https://search.google.com/local/reviews?placeid=ChIJrc1WY6BhLxMRu1OKsXspQbg&authuser=0&hl=en&gl=US,,3097,4.2,ChdDSUhNMG9nS0VJQ0FnSUNaOHFpSjV3RRAB,CAESYENBRVFBUnBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSM0owWm01dFRWOWZSV2hCUVhKT2VuSlFVRzU1T0VOWlRGVkhjMEZCUVVGQlIyZG1YMEZ0Y25SbWJtMU5SMEZCYVVGQg==,https://www.google.com/maps/contrib/108234471647723823716?hl=en,Eliphas Biasciucci,108234471647723823716,https://lh3.googleusercontent.com/a-/ALV-UjXFbM5urwh_yvIpYuZvWpCOrbifKreqwPvcblUg1fL4Hgoi3qR7=s120-c-rp-mo-ba3-br100,27,6,"This place bans loyal customers without cause. I’ve been going to this bar since 2008, never caused a problem, never had an issue—yet I was arbitrarily banned, likely due to personal dislikes or sheer arrogance from the new management. No explanation, no justification, just an abuse of power. Meanwhile, I have several female friends  who were actually harassed by aggressive groups inside this bar and had to leave for their safety and one had her phone stolen—yet management turned a blind eye.
Even worse, a former bartender was removed from his role after multiple accusations of inappropriate behavior toward female customers. And yet, despite his history, he still freely enters the bar as a customer and skips the line, and even gets inside the hostel like he owns the place.They don't really care about getting rid of troublemakers; they ban people they simply don’t like. If that’s the kind of place you want to support, be my guest. Otherwise, avoid this bully-style establishment at all costs.",,,,"Eliphas, qui è il manager che ti scrive. Sai bene perché ti è stato negato l’ingresso ormai quasi due anni fa : il tuo comportamento nei confronti di alcune nostre ospiti è stato inaccettabile e irrispettoso e noi siamo anche diventati Punti Viola. È difficile comprendere la tua insistenza nel lasciare recensioni false e nel presentarti ogni sera fuori dal nostro locale per importunare il nostro staff.
Abbiamo raccolto diverse testimonianze e ti abbiamo già avvisato più volte che, se la situazione fosse continuata, avremmo intrapreso azioni legali. Il rispetto per le nostre clienti è una priorità assoluta, e non tollereremo atteggiamenti che possano comprometterne la sicurezza. Puoi scrivere tutte le recensioni false e negative lo preferiremo comunque ad avere persone irrispettose. 
Ti invitiamo a riflettere sul concetto di consenso e sul fatto che un “no” deve sempre essere rispettato. Se questa situazione dovesse proseguire, saremo costretti ad agire per vie legali.

",1694426833.0,09/11/2023 10:07:13,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNaOHFpSjV3RRAB!2m1!1s0x0:0xb841297bb18a53bb!3m1!1s2@1:CIHM0ogKEICAgICZ8qiJ5wE%7CCgwIyaLLvQYQoO2AngE%7C?hl=en,1,1739772233,02/17/2025 06:03:53,,-5169805286008269893,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,"This place bans loyal customers without cause. I’ve been going to this bar since 2008, never caused a problem, never had an issue—yet I was arbitrarily banned, likely due to personal dislikes or sheer arrogance from the new management. No explanation, no justification, just an abuse of power. Meanwhile, I have several female friends  who were actually harassed by aggressive groups inside this bar and had to leave for their safety and one had her phone stolen—yet management turned a blind eye.
Even worse, a former bartender was removed from his role after multiple accusations of inappropriate behavior toward female customers. And yet, despite his history, he still freely enters the bar as a customer and skips the line, and even gets inside the hostel like he owns the place.They don't really care about getting rid of troublemakers; they ban people they simply don’t like. If that’s the kind of place you want to support, be my guest. Otherwise, avoid this bully-style establishment at all costs.",en
ChIJrc1WY6BhLxMRu1OKsXspQbg,Yellow Bar,0x132f61a06356cdad:0xb841297bb18a53bb,ChIJrc1WY6BhLxMRu1OKsXspQbg,"https://www.google.com/maps/place/Yellow+Bar/@41.904907,12.5045377,14z/data=!4m8!1m2!2m1!1sYellow+Bar!3m4!1s0x132f61a06356cdad:0xb841297bb18a53bb!8m2!3d41.904907!4d12.5045377",https://search.google.com/local/reviews?placeid=ChIJrc1WY6BhLxMRu1OKsXspQbg&authuser=0&hl=en&gl=US,,3097,4.2,ChdDSUhNMG9nS0VJQ0FnTURBZzZHUTFnRRAB,CAESYENBRVFBaHBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSM05NVGxCRGNWOWZSV2hEUTBvNFpVbHpOV2N3WVhGbFJrdzNNRUZCUVVGQlIyZG1YMEZ0YzB4T1VFTnhSMEZCYVVGQg==,https://www.google.com/maps/contrib/109058878271202339714?hl=en,Maxi Spoltore,109058878271202339714,https://lh3.googleusercontent.com/a-/ALV-UjVKPqXLCihcTKrP5PV1fJg2hzDktgK5o0fuBZs9WPJ6cCdJZjN7=s120-c-rp-mo-br100,1,6,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBZzZHUTFnRRAB!2m1!1s0x0:0xb841297bb18a53bb!3m1!1s2@1:CIHM0ogKEICAgMDAg6GQ1gE%7CCgsIiOysvQYQiJ2PCg%7C?hl=en,4,1739273736,02/11/2025 11:35:36,,-5169805286008269893,,,,,,,,,,,,,,,,,,,,,Into,
ChIJrc1WY6BhLxMRu1OKsXspQbg,Yellow Bar,0x132f61a06356cdad:0xb841297bb18a53bb,ChIJrc1WY6BhLxMRu1OKsXspQbg,"https://www.google.com/maps/place/Yellow+Bar/@41.904907,12.5045377,14z/data=!4m8!1m2!2m1!1sYellow+Bar!3m4!1s0x132f61a06356cdad:0xb841297bb18a53bb!8m2!3d41.904907!4d12.5045377",https://search.google.com/local/reviews?placeid=ChIJrc1WY6BhLxMRu1OKsXspQbg&authuser=0&hl=en&gl=US,,3097,4.2,ChdDSUhNMG9nS0VJQ0FnTURBc2FiSG93RRAB,CAESYENBRVFBeHBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSM05VVmsxb2JGOWZSV2hEYzFGdFUzbEpkSGxmTFRKUVVVb3pkMEZCUVVGQlIyZG1YMEZ0YzFSV1RXaHNSMEZCYVVGQg==,https://www.google.com/maps/contrib/110904545788822501975?hl=en,Derley Santos,110904545788822501975,https://lh3.googleusercontent.com/a-/ALV-UjVEc0sPbLSSZpRm6febL2vZTugeXy4v9nnGCpdfqo_WXJoP418=s120-c-rp-mo-br100,7,22,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBc2FiSG93RRAB!2m1!1s0x0:0xb841297bb18a53bb!3m1!1s2@1:CIHM0ogKEICAgMDAsabHowE%7CCgwIl8OkvQYQsL381gE%7C?hl=en,5,1739137431,02/09/2025 21:43:51,,-5169805286008269893,5.0,3.0,5.0,,€10–20,,,,,,,,,,,,,,,,Into,
ChIJrc1WY6BhLxMRu1OKsXspQbg,Yellow Bar,0x132f61a06356cdad:0xb841297bb18a53bb,ChIJrc1WY6BhLxMRu1OKsXspQbg,"https://www.google.com/maps/place/Yellow+Bar/@41.904907,12.5045377,14z/data=!4m8!1m2!2m1!1sYellow+Bar!3m4!1s0x132f61a06356cdad:0xb841297bb18a53bb!8m2!3d41.904907!4d12.5045377",https://search.google.com/local/reviews?placeid=ChIJrc1WY6BhLxMRu1OKsXspQbg&authuser=0&hl=en&gl=US,,3097,4.2,ChZDSUhNMG9nS0VJQ0FnTURBdHVhbFlnEAE,CAESY0NBRVFCQnBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSM05aYWtwd1gxOWZSV2hEZGxkSU4zUjBabnBIV0VOeVRVRlJiMEZCUVVGQlIyZHVPVEpqVFVOaGVHbE5iVzQ0V1VGRFNVRQ==,https://www.google.com/maps/contrib/117102755580469407106?hl=en,Carelis Vasquez,117102755580469407106,https://lh3.googleusercontent.com/a-/ALV-UjU1IZIV5Q_flj_a2u_9j04INNPePqFdNAH_B5HrCsvHNWtMCvVI=s120-c-rp-mo-ba3-br100,28,5,"Desayunos súper completos, riquísimos, saludables. Personal atento y amable.",,,,"Hi Carelis, we're happy that you enjoyed our breakfast and our hospitality :) See you soon !",1739108283.0,02/09/2025 13:38:03,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBdHVhbFlnEAE!2m1!1s0x0:0xb841297bb18a53bb!3m1!1s2@1:CIHM0ogKEICAgMDAtualYg%7CCgsIn5efvQYQ-PnbMQ%7C?hl=en,5,1739049887,02/08/2025 21:24:47,,-5169805286008269893,5.0,5.0,5.0,,€1–10,,,,,,,,,,,,,,,,"Super, delicious, healthy breakfasts.Attentive and friendly staff.",es
ChIJrc1WY6BhLxMRu1OKsXspQbg,Yellow Bar,0x132f61a06356cdad:0xb841297bb18a53bb,ChIJrc1WY6BhLxMRu1OKsXspQbg,"https://www.google.com/maps/place/Yellow+Bar/@41.904907,12.5045377,14z/data=!4m8!1m2!2m1!1sYellow+Bar!3m4!1s0x132f61a06356cdad:0xb841297bb18a53bb!8m2!3d41.904907!4d12.5045377",https://search.google.com/local/reviews?placeid=ChIJrc1WY6BhLxMRu1OKsXspQbg&authuser=0&hl=en&gl=US,,3097,4.2,ChdDSUhNMG9nS0VJQ0FnTUNBdjVyaTJ3RRAB,CAESY0NBRVFCUnBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSM05hVVV4NE1GOWZSV2hFWDNWeE0xVlpMVlJWUzB3MFNYUlBUVUZCUVVGQlIyZHVPVEpTVlVOaGVHeEJka2hSV1VGRFNVRQ==,https://www.google.com/maps/contrib/103940324936413014953?hl=en,Marcello C.,103940324936413014953,https://lh3.googleusercontent.com/a/ACg8ocIHA7C3oYEw14oDnWtUH_A2rSJur3XPVeP8qJQZbg1CCTXRXw=s120-c-rp-mo-br100,1,0,"I went to this little bar with a few expats that live in Rome and  and we had to escape cause there were  some very aggressive groups of guys, one of the girls also got her phone stolen.
I would recommend to stay away from the central station in general the center of Rome is much better",,,,Ci spiace non aver fatto entrare te e il tuo amico e capiamo che sia frustrante ma come vi abbiamo spiegato eravamo pieni. Grazie per la comprensione ! ,1738803052.0,02/06/2025 00:50:52,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNBdjVyaTJ3RRAB!2m1!1s0x0:0xb841297bb18a53bb!3m1!1s2@1:CIHM0ogKEICAgMCAv5ri2wE%7CCgwIgbuevQYQoJmtvAM%7C?hl=en,1,1739038081,02/08/2025 18:08:01,,-5169805286008269893,1.0,,1.0,,,,,,,,,,,,,,,,,,"I went to this little bar with a few expats that live in Rome and  and we had to escape cause there were  some very aggressive groups of guys, one of the girls also got her phone stolen.
I would recommend to stay away from the central station in general the center of Rome is much better",en
ChIJrc1WY6BhLxMRu1OKsXspQbg,Yellow Bar,0x132f61a06356cdad:0xb841297bb18a53bb,ChIJrc1WY6BhLxMRu1OKsXspQbg,"https://www.google.com/maps/place/Yellow+Bar/@41.904907,12.5045377,14z/data=!4m8!1m2!2m1!1sYellow+Bar!3m4!1s0x132f61a06356cdad:0xb841297bb18a53bb!8m2!3d41.904907!4d12.5045377",https://search.google.com/local/reviews?placeid=ChIJrc1WY6BhLxMRu1OKsXspQbg&authuser=0&hl=en&gl=US,,3097,4.2,ChdDSUhNMG9nS0VJQ0FnTUNBaDVxd293RRAB,CAESY0NBRVFCaHBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSM04wVWt0UFoxOWZSV2hFTW1ObmJIQlBURzFNWjNKNVVWUmxNRUZCUVVGQlIyZHVPVEpwYjBOaGVURkZielpCV1VGRFNVRQ==,https://www.google.com/maps/contrib/110337579955859918675?hl=en,Mihnea Mara,110337579955859918675,https://lh3.googleusercontent.com/a-/ALV-UjXIuNj6irCvSLjhSIwKc5NBjC0GpcUicMEo_gVJkdf6i0K8MDKiAg=s120-c-rp-mo-ba6-br100,147,73,"Nice bar, danceable music and many tourists.",,,,Thank you very much! We're glad that you enjoyed your night at the Yellow Bar :),1738803072.0,02/06/2025 00:51:12,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNBaDVxd293RRAB!2m1!1s0x0:0xb841297bb18a53bb!3m1!1s2@1:CIHM0ogKEICAgMCAh5qwowE%7CCgwIyfuJvQYQgIXyiAM%7C?hl=en,5,1738702281,02/04/2025 20:51:21,,-5169805286008269893,,,,,,,,,,,,,,,,,,,,,"Nice bar, danceable music and many tourists.",en
ChIJrc1WY6BhLxMRu1OKsXspQbg,Yellow Bar,0x132f61a06356cdad:0xb841297bb18a53bb,ChIJrc1WY6BhLxMRu1OKsXspQbg,"https://www.google.com/maps/place/Yellow+Bar/@41.904907,12.5045377,14z/data=!4m8!1m2!2m1!1sYellow+Bar!3m4!1s0x132f61a06356cdad:0xb841297bb18a53bb!8m2!3d41.904907!4d12.5045377",https://search.google.com/local/reviews?placeid=ChIJrc1WY6BhLxMRu1OKsXspQbg&authuser=0&hl=en&gl=US,,3097,4.2,ChZDSUhNMG9nS0VJQ0FnTUNBZzViR0l3EAE,CAESY0NBRVFCeHBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSM042WVZwcE1WOWZSV2hCTUVSYVNWUktVVkZPZUc1a2FrWndjMEZCUVVGQlIyZHVPVEpzYzBOaGVrNXdiVXhWV1VGRFNVRQ==,https://www.google.com/maps/contrib/118067977692845140747?hl=en,r g.,118067977692845140747,https://lh3.googleusercontent.com/a/ACg8ocJpLnnUBJGdIh8sbw6XVFPQ0wL_M7Mvq36FC7MDlXPXD_nRJA=s120-c-rp-mo-ba4-br100,149,50,"Bad  live music
Long waiting time. Only one bar open

Never again",,,,"We didn't expect so many people on Sunday, and it was really great! We're sorry you had to wait, though.  
As for the music, it was an Open Mic night, so some artists are really talented, while others are still improving. But there's no need to be so harsh in your judgment—just a little piece of advice from the heart!",1738803421.0,02/06/2025 00:57:01,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNBZzViR0l3EAE!2m1!1s0x0:0xb841297bb18a53bb!3m1!1s2@1:CIHM0ogKEICAgMCAg5bGIw%7CCgwInNaDvQYQ-MXi6QE%7C?hl=en,1,1738599196,02/03/2025 16:13:16,,-5169805286008269893,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,"Bad  live music
Long waiting time. Only one bar open

Never again",en
ChIJrc1WY6BhLxMRu1OKsXspQbg,Yellow Bar,0x132f61a06356cdad:0xb841297bb18a53bb,ChIJrc1WY6BhLxMRu1OKsXspQbg,"https://www.google.com/maps/place/Yellow+Bar/@41.904907,12.5045377,14z/data=!4m8!1m2!2m1!1sYellow+Bar!3m4!1s0x132f61a06356cdad:0xb841297bb18a53bb!8m2!3d41.904907!4d12.5045377",https://search.google.com/local/reviews?placeid=ChIJrc1WY6BhLxMRu1OKsXspQbg&authuser=0&hl=en&gl=US,,3097,4.2,ChZDSUhNMG9nS0VJQ0FnTUNBdWFMR1lnEAE,CAESY0NBRVFDQnBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSM00xTFhaeVoxOWZSV2hDVDBkNFp6RlpTekZDVkZkR1pVeFNjMEZCUVVGQlIyZHVPVFJ6WTBOaGVtNDJMWFZCV1VGRFNVRQ==,https://www.google.com/maps/contrib/114811135828663156177?hl=en,Giõ Bejaflour,114811135828663156177,https://lh3.googleusercontent.com/a-/ALV-UjXK2ykNrqWiR892_4hFLnu4zCKIBHXqidxDaQ2iN5YUxl5ktjI=s120-c-rp-mo-br100,10,2,fico!,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNBdWFMR1lnEAE!2m1!1s0x0:0xb841297bb18a53bb!3m1!1s2@1:CIHM0ogKEICAgMCAuaLGYg%7CCgwIrfn8vAYQ0ITiowE%7C?hl=en,5,1738489005,02/02/2025 09:36:45,,-5169805286008269893,,,,,€1–10,,,,,,,,,,,,,,,,fico!,en
ChIJrc1WY6BhLxMRu1OKsXspQbg,Yellow Bar,0x132f61a06356cdad:0xb841297bb18a53bb,ChIJrc1WY6BhLxMRu1OKsXspQbg,"https://www.google.com/maps/place/Yellow+Bar/@41.904907,12.5045377,14z/data=!4m8!1m2!2m1!1sYellow+Bar!3m4!1s0x132f61a06356cdad:0xb841297bb18a53bb!8m2!3d41.904907!4d12.5045377",https://search.google.com/local/reviews?placeid=ChIJrc1WY6BhLxMRu1OKsXspQbg&authuser=0&hl=en&gl=US,,3097,4.2,ChdDSUhNMG9nS0VJQ0FnTUNBMHVEU2tBRRAB,CAESYENBRVFDUnBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSM1JKWjFCc01WOWZSV2hCWWxwZldsQklPVU5TWlRGM2NqRnZRVUZCUVVGQlIyZG1YMEZ0ZEVsblVHd3hSMEZCYVVGQg==,https://www.google.com/maps/contrib/102968347958698671887?hl=en,Dr Ahmed O. A.,102968347958698671887,https://lh3.googleusercontent.com/a/ACg8ocIqT3RW1wbBAsXxJIJg0wAPxVuWmhIIMGNjpNx8otignXK6FA=s120-c-rp-mo-ba3-br100,43,80,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNBMHVEU2tBRRAB!2m1!1s0x0:0xb841297bb18a53bb!3m1!1s2@1:CIHM0ogKEICAgMCA0uDSkAE%7CCgwI3onuvAYQ2OuvmQM%7C?hl=en,1,1738245342,01/30/2025 13:55:42,,-5169805286008269893,1.0,1.0,1.0,,€10–20,,,,,,,,,,,,,,,,Into,
ChIJrc1WY6BhLxMRu1OKsXspQbg,Yellow Bar,0x132f61a06356cdad:0xb841297bb18a53bb,ChIJrc1WY6BhLxMRu1OKsXspQbg,"https://www.google.com/maps/place/Yellow+Bar/@41.904907,12.5045377,14z/data=!4m8!1m2!2m1!1sYellow+Bar!3m4!1s0x132f61a06356cdad:0xb841297bb18a53bb!8m2!3d41.904907!4d12.5045377",https://search.google.com/local/reviews?placeid=ChIJrc1WY6BhLxMRu1OKsXspQbg&authuser=0&hl=en&gl=US,,3097,4.2,ChdDSUhNMG9nS0VJQ0FnTUNBNEpfWC1BRRAB,CAESY0NBRVFDaHBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSM1JTUWxwRWFWOWZSV2hFTm5oRllUWkNla1pQVlhKTGFWaHphMEZCUVVGQlIyZHVPVEoyYTBOaE1VVkdhMDlKV1VGRFNVRQ==,https://www.google.com/maps/contrib/112298923889207918637?hl=en,Jordan H (Holmies),112298923889207918637,https://lh3.googleusercontent.com/a-/ALV-UjWwkTDU14iHMjmJdIobwPzqndwiKIOv3NXH-3Ouv_3eBMB8fcap=s120-c-rp-mo-ba5-br100,137,85,I'd say one of the best clubs in Rome!,"https://lh3.googleusercontent.com/geougc-cs/AIHozJKcLx2TUNZQ-HJMaT_bDUtB_v_PWFKh1PpQTqFUhMiRzhh3yW9YrxjX68V2TCbtIEazdZoQ4yPB3dE73NpxRljlAEjNqQSCRVAp3xNOalpReYjjolwY6C7QyFx0V5Vrftx3F88, https://lh3.googleusercontent.com/geougc-cs/AIHozJKT6FxXZhb5UROfVAOTmaIfH7w_LNEjIuEgwjFFO0H7AsZgTuv41OKTkDMjQCJGJuDMwA7uiesHAx7hyCRq9Yn6p1d46_8teUH-d9uON8GEkWtAYFl1lt2y__3_dW6OD3UoCcoEoA",https://lh3.googleusercontent.com/geougc-cs/AIHozJKcLx2TUNZQ-HJMaT_bDUtB_v_PWFKh1PpQTqFUhMiRzhh3yW9YrxjX68V2TCbtIEazdZoQ4yPB3dE73NpxRljlAEjNqQSCRVAp3xNOalpReYjjolwY6C7QyFx0V5Vrftx3F88,"CIHM0ogKEICAgMCA4J_XRA, CIHM0ogKEICAgMCA4J_XxAE",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNBNEpfWC1BRRAB!2m1!1s0x0:0xb841297bb18a53bb!3m1!1s2@1:CIHM0ogKEICAgMCA4J_X-AE%7CCgwIo63lvAYQ-KS5pAI%7C?hl=en,5,1738102435,01/28/2025 22:13:55,,-5169805286008269893,5.0,5.0,5.0,,€20–30,,,,,,,,,,,,,,,,I'd say one of the best clubs in Rome!,en
